pr_number,title,draft,base_branch,head_branch,base_sha,head_sha,merge_base_main,commit_count,changed_files_count,module,target_is_main,head_branch_exists,all_commits_in_main,patch_equivalent_in_main,diff_against_main,stack_parent_pr,stack_tip_pr,merge_conflict_status,ci_status,preliminary_classification,confidence,evidence,recommended_next_review
529,V4.9.639 — Stations V2: Query path analysis & additive indexes (Prompt 59/78),true,cursor/station-operations-timeline-c2c2,cursor/station-query-analysis-c2c2,48c19bad8fe72f64092582f6d155dd5b758ad0d1,60bd866935792e44a0bbce5ca6b06dece3371971,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,6,administration,false,true,false,false,NON_EMPTY,528,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (310 paths) | GitHub target diff: 6 files, +310/-2 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 134 open ancestors, 14 open descendants; base=cursor/station-operations-timeline-c2c2 | file overlap: 6 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
530,feat(master): redesign voice platform overview (8A),true,cursor/voice-automation-analytics-settings-70b3,cursor/master-voice-platform-overview-70b3,9302bd8ba34c206f1c4bc53de8380f7e4e30fe57,9fa458e7d23a00dd72c6de789d7d436699ab9ed3,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,1,15,cross-cutting,false,true,false,false,NON_EMPTY,527,554,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (132 paths) | GitHub target diff: 15 files, +1151/-149 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 137 open ancestors, 5 open descendants; base=cursor/voice-automation-analytics-settings-70b3 | file overlap: 15 paths overlap 564 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
531,V4.9.640 — Stations V2: StationsView auf Summary Read Model (Prompt 60/78),true,cursor/station-query-analysis-c2c2,cursor/stations-view-summary-c2c2,60bd866935792e44a0bbce5ca6b06dece3371971,3d8c92f82e07c867699bfc234ef78b21d1745b30,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,11,administration,false,true,false,false,NON_EMPTY,529,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (310 paths) | GitHub target diff: 11 files, +319/-79 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 135 open ancestors, 13 open descendants; base=cursor/station-query-analysis-c2c2 | file overlap: 11 paths overlap 553 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
532,feat(master): add voice organization operations workspace (8B),true,cursor/master-voice-platform-overview-70b3,cursor/master-voice-org-workspace-70b3,9fa458e7d23a00dd72c6de789d7d436699ab9ed3,9fd7f182f7c596f5e1679e8032b79a9259fc316a,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,1,21,cross-cutting,false,true,false,false,NON_EMPTY,530,554,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (149 paths) | GitHub target diff: 21 files, +1968/-209 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 138 open ancestors, 4 open descendants; base=cursor/master-voice-platform-overview-70b3 | file overlap: 21 paths overlap 544 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
533,V4.9.641 — Stations V2: Detail-Tabs konsolidiert (Prompt 61/78),true,cursor/stations-view-summary-c2c2,cursor/station-detail-tabs-c2c2,3d8c92f82e07c867699bfc234ef78b21d1745b30,47504199c8951adb6cd115a602e5b75c638effa3,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,10,administration,false,true,false,false,NON_EMPTY,531,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (315 paths) | GitHub target diff: 10 files, +866/-336 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 136 open ancestors, 12 open descendants; base=cursor/stations-view-summary-c2c2 | file overlap: 10 paths overlap 250 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
534,Stations V2: Overview tab as operative decision surface (Prompt 62/78),true,cursor/station-detail-tabs-c2c2,cursor/station-overview-decision-c2c2,47504199c8951adb6cd115a602e5b75c638effa3,598e86694f46236b57dea327e85b050475afcae9,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,9,administration,false,true,false,false,NON_EMPTY,533,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (318 paths) | GitHub target diff: 9 files, +986/-156 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 137 open ancestors, 11 open descendants; base=cursor/station-detail-tabs-c2c2 | file overlap: 9 paths overlap 553 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
535,chore(voice): prepare secure voice staging environment (9A),true,main,cursor/voice-staging-preflight-70b3,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,901dbefa3373a68bb54488e4b749cd1200a952a1,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,11,162,cross-cutting,true,true,false,false,NON_EMPTY,532,554,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/11 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=11, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (162 paths) | GitHub target diff: 162 files, +20200/-2438 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 139 open ancestors, 3 open descendants; base=main | file overlap: 162 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
536,Stations V2: Fleet tab grouped read model (Prompt 63/78),true,cursor/station-overview-decision-c2c2,cursor/station-fleet-groups-c2c2,598e86694f46236b57dea327e85b050475afcae9,02341ccacabfe9afe6838591861593be5f8a66fd,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,22,cross-cutting,false,true,false,false,NON_EMPTY,534,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (326 paths) | GitHub target diff: 22 files, +1541/-20 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 138 open ancestors, 10 open descendants; base=cursor/station-overview-decision-c2c2 | file overlap: 22 paths overlap 564 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
537,test(voice): provision voice AI staging tenant (9B),true,cursor/voice-staging-preflight-70b3,cursor/voice-staging-provision-70b3,901dbefa3373a68bb54488e4b749cd1200a952a1,52248a6beaa79362db0df063d9493f58b8b792fe,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,1,15,cross-cutting,false,true,false,false,NON_EMPTY,535,554,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (172 paths) | GitHub target diff: 15 files, +902/-9 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 140 open ancestors, 2 open descendants; base=cursor/voice-staging-preflight-70b3 | file overlap: 15 paths overlap 545 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
538,test(voice): validate real staging call flows (10A),true,main,cursor/voice-staging-e2e-acceptance-70b3,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,524fd4cd7b8dbc43beb1b5220d72811b74384730,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,13,178,cross-cutting,true,true,false,false,NON_EMPTY,537,538,CONFLICTING,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/13 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=13, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (178 paths) | GitHub target diff: 178 files, +21939/-2447 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 141 open ancestors, 0 open descendants; base=main | file overlap: 172 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
539,Stations V2: Five separate vehicle workflows (Prompt 64/78),true,cursor/station-fleet-groups-c2c2,cursor/station-vehicle-workflows-c2c2,02341ccacabfe9afe6838591861593be5f8a66fd,9217382697f621e221d3519fe5cc85039c0c0abb,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,25,cross-cutting,false,true,false,false,NON_EMPTY,536,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (337 paths) | GitHub target diff: 25 files, +2234/-91 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 139 open ancestors, 9 open descendants; base=cursor/station-fleet-groups-c2c2 | file overlap: 25 paths overlap 564 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
540,docs(voice): complete final production acceptance (10B),true,main,cursor/voice-final-production-acceptance-70b3,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,8e0817223376c987af5c3d0ca4e175351dc0a9fa,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,1,4,voice-ai,true,true,false,false,NON_EMPTY,480,540,CONFLICTING,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (4 paths) | GitHub target diff: 4 files, +606/-1 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 129 open ancestors, 0 open descendants; base=main | file overlap: 2 paths overlap 543 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
541,V4.9.645 — Stations V2: Simplify Create/Edit Station form (Prompt 65/78),true,cursor/station-vehicle-workflows-c2c2,cursor/station-form-simplify-c2c2,9217382697f621e221d3519fe5cc85039c0c0abb,04d72ff7c9682d2760769667c4fb8fc74133591f,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,13,administration,false,true,false,false,NON_EMPTY,539,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (340 paths) | GitHub target diff: 13 files, +1043/-263 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 140 open ancestors, 8 open descendants; base=cursor/station-vehicle-workflows-c2c2 | file overlap: 13 paths overlap 564 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
542,V4.9.646 — Stations V2: Kanonische Datenzustände (Prompt 66/78),true,cursor/station-form-simplify-c2c2,cursor/station-view-states-c2c2,04d72ff7c9682d2760769667c4fb8fc74133591f,00bab20e02469262a11fb4ab575d13ddf9de88a2,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,15,cross-cutting,false,true,false,false,NON_EMPTY,541,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (345 paths) | GitHub target diff: 15 files, +937/-170 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 141 open ancestors, 7 open descendants; base=cursor/station-form-simplify-c2c2 | file overlap: 15 paths overlap 564 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
543,feat(stations): Team & Aktivität fachlich korrekt (Prompt 67/78),true,cursor/station-view-states-c2c2,cursor/station-team-activity-c2c2,00bab20e02469262a11fb4ab575d13ddf9de88a2,fe6a99b3f8ed0b12d392a189eddaefd6776be7f1,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,20,cross-cutting,false,true,false,false,NON_EMPTY,542,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (352 paths) | GitHub target diff: 20 files, +1069/-175 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 142 open ancestors, 6 open descendants; base=cursor/station-view-states-c2c2 | file overlap: 20 paths overlap 564 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
544,feat(stations): UI-Qualität & Accessibility (Prompt 68/78),true,cursor/station-team-activity-c2c2,cursor/station-ui-quality-c2c2,fe6a99b3f8ed0b12d392a189eddaefd6776be7f1,6ed65bf1064284726b482f4f580dd8acd9ed88a6,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,20,cross-cutting,false,true,false,false,NON_EMPTY,543,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (359 paths) | GitHub target diff: 20 files, +501/-85 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 143 open ancestors, 5 open descendants; base=cursor/station-team-activity-c2c2 | file overlap: 20 paths overlap 553 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
545,Stations V2: Kanonischer Domain-Audit-Trail (Prompt 69/78),true,cursor/station-ui-quality-c2c2,cursor/station-domain-audit-c2c2,6ed65bf1064284726b482f4f580dd8acd9ed88a6,680a1e19e77c2caa4f2223dbbd4e8745186e3481,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,33,cross-cutting,false,true,false,false,NON_EMPTY,544,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (366 paths) | GitHub target diff: 33 files, +957/-17 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 144 open ancestors, 4 open descendants; base=cursor/station-ui-quality-c2c2 | file overlap: 33 paths overlap 543 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
546,feat(stations-v2): Prometheus metrics and Grafana dashboards (Prompt 70/78),true,cursor/station-domain-audit-c2c2,cursor/station-prometheus-metrics-c2c2,680a1e19e77c2caa4f2223dbbd4e8745186e3481,7217a02f3f3c63026d66aeaf96469f0147ea3534,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,19,cross-cutting,false,true,false,false,NON_EMPTY,545,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (377 paths) | GitHub target diff: 19 files, +1093/-10 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 145 open ancestors, 3 open descendants; base=cursor/station-domain-audit-c2c2 | file overlap: 19 paths overlap 545 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
547,test(stations-v2): full backend test package and coverage doc (Prompt 71/78),true,cursor/station-prometheus-metrics-c2c2,cursor/station-backend-test-package-c2c2,7217a02f3f3c63026d66aeaf96469f0147ea3534,cbebdd8ceea26270d342b04e97773db7a3e8b986,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,30,cross-cutting,false,true,false,false,NON_EMPTY,546,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (385 paths) | GitHub target diff: 30 files, +708/-25 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 146 open ancestors, 2 open descendants; base=cursor/station-prometheus-metrics-c2c2 | file overlap: 30 paths overlap 546 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
548,test(stations-v2): Frontend & E2E coverage package (Prompt 72/78),true,cursor/station-backend-test-package-c2c2,cursor/station-frontend-e2e-tests-c2c2,cbebdd8ceea26270d342b04e97773db7a3e8b986,eb61fef807b8ce048a18188892a17858c77dcb90,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,1,10,administration,false,true,false,false,NON_EMPTY,547,549,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (393 paths) | GitHub target diff: 10 files, +1834/-1 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 147 open ancestors, 1 open descendants; base=cursor/station-backend-test-package-c2c2 | file overlap: 10 paths overlap 544 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
549,feat(stations): read-only stations-v2-diagnose CLI (prompt 73/78),true,main,cursor/station-v2-diagnose-cli-c2c2,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,da729ccd94cf7441031a152098370b982ef3ded0,e5ae35a141527e742ae51dd379c8e1725ccd0eb7,68,404,cross-cutting,true,true,false,false,NON_EMPTY,548,549,CONFLICTING,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/68 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=68, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (404 paths) | GitHub target diff: 404 files, +67603/-2382 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 148 open ancestors, 0 open descendants; base=main | file overlap: 394 paths overlap 580 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
554,fix(voice): IE1 staging Twilio credential import path,true,main,cursor/voice-staging-ie1-remediation-70b3,ba8d8b77d90aadb80436d47221f05a65564dee34,25b7d54d80bce6ace71540d4435d1c749bac8b37,ffcb3e0cdbcfbba903739d7ca4ed3ff1be7c48b4,14,177,cross-cutting,true,true,false,false,NON_EMPTY,537,554,CONFLICTING,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/14 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=14, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (177 paths) | GitHub target diff: 177 files, +21720/-2447 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 141 open ancestors, 0 open descendants; base=main | file overlap: 173 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
555,fix(connectivity): harden device webhook intake and retries,true,fix/fleet-connectivity-production-readiness-2026-07,cursor/device-webhook-inbox-retries-2e0d,954a50deb697237806eb09be09a954d83c361cbd,8da865cf6d1c4527c921695189d525177f6b6930,954a50deb697237806eb09be09a954d83c361cbd,1,20,cross-cutting,false,true,false,false,NON_EMPTY,480,556,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (20 paths) | GitHub target diff: 20 files, +1601/-102 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 129 open ancestors, 1 open descendants; base=fix/fleet-connectivity-production-readiness-2026-07 | file overlap: 20 paths overlap 265 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
556,fix(connectivity): derive webhook configuration from actual trigger state,true,fix/fleet-connectivity-production-readiness-2026-07,cursor/webhook-config-trigger-state-2e0d,954a50deb697237806eb09be09a954d83c361cbd,3c8ff4a08bc7e15b8f10e7093294a85166c22e8a,954a50deb697237806eb09be09a954d83c361cbd,2,39,cross-cutting,false,true,false,false,NON_EMPTY,555,556,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/2 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=2, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (39 paths) | GitHub target diff: 39 files, +3189/-128 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 130 open ancestors, 0 open descendants; base=fix/fleet-connectivity-production-readiness-2026-07 | file overlap: 26 paths overlap 366 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
557,fix(connectivity): canonicalize provider link authorization and consent,true,fix/fleet-connectivity-production-readiness-2026-07,cursor/provider-link-state-2e0d,954a50deb697237806eb09be09a954d83c361cbd,0a9c9a9132c8932263be1d9c5e390f0ead5a0549,0a9c9a9132c8932263be1d9c5e390f0ead5a0549,1,14,cross-cutting,false,true,true,UNKNOWN,EMPTY,480,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 14 files, +1129/-80 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 129 open ancestors, 312 open descendants; base=fix/fleet-connectivity-production-readiness-2026-07 | file overlap: 14 paths overlap 12 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
558,fix(connectivity): unify telemetry freshness across connectivity consumers,true,fix/fleet-connectivity-production-readiness-2026-07,cursor/unify-telemetry-freshness-2e0d,954a50deb697237806eb09be09a954d83c361cbd,45a81bd6d85394583c5ad319af7010226e392242,45a81bd6d85394583c5ad319af7010226e392242,2,32,cross-cutting,false,true,true,UNKNOWN,EMPTY,557,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 2/2 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 32 files, +1797/-248 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 130 open ancestors, 311 open descendants; base=fix/fleet-connectivity-production-readiness-2026-07 | file overlap: 32 paths overlap 250 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
559,fix(connectivity): make data coverage capability and freshness aware,true,fix/fleet-connectivity-production-readiness-2026-07,cursor/data-coverage-capability-2e0d,954a50deb697237806eb09be09a954d83c361cbd,08c68b263768e5fcd337045525128332235c95fa,08c68b263768e5fcd337045525128332235c95fa,3,37,cross-cutting,false,true,true,UNKNOWN,EMPTY,558,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 3/3 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 37 files, +2990/-331 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 131 open ancestors, 310 open descendants; base=fix/fleet-connectivity-production-readiness-2026-07 | file overlap: 37 paths overlap 250 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
560,fix(connectivity): resolve and deduplicate connectivity alerts,true,fix/fleet-connectivity-production-readiness-2026-07,cursor/connectivity-alerts-2e0d,954a50deb697237806eb09be09a954d83c361cbd,cf01dd4b649efffb89a2703f0521b25989ad22e1,cf01dd4b649efffb89a2703f0521b25989ad22e1,4,49,cross-cutting,false,true,true,UNKNOWN,EMPTY,559,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 4/4 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 49 files, +4667/-418 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 132 open ancestors, 309 open descendants; base=fix/fleet-connectivity-production-readiness-2026-07 | file overlap: 49 paths overlap 263 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
