pr,classification,reason,evidence,replacement_commit_or_pr,confidence
440,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2974 | current head/base unchanged from Phase 1: bc3c9216f770bf222fd2ee352bdac0c693f1c253 / 7d80df837401144e54a74a496bb37cdc254c79df,"[""bc3c9216f770bf222fd2ee352bdac0c693f1c253""]",HIGH
441,SAFE_TO_CLOSE_ALREADY_IN_MAIN,2/2 API-listed commits reachable from current origin/main,2/2 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2968 | current head/base unchanged from Phase 1: 7fd9ac4742c5130b20e707ed8de611e1e293de8f / bc3c9216f770bf222fd2ee352bdac0c693f1c253,"[""2c55533f6f9f5161372e0a3fd558b8f0e05c3d66"",""7fd9ac4742c5130b20e707ed8de611e1e293de8f""]",HIGH
442,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2963 | current head/base unchanged from Phase 1: f4f6485b8f5c355f13dab476cad26fd1577c049b / 7fd9ac4742c5130b20e707ed8de611e1e293de8f,"[""f4f6485b8f5c355f13dab476cad26fd1577c049b""]",HIGH
443,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2956 | current head/base unchanged from Phase 1: 68f96801b42e8ccf94cfd2f8bfab1ff9c63e3d71 / f4f6485b8f5c355f13dab476cad26fd1577c049b,"[""68f96801b42e8ccf94cfd2f8bfab1ff9c63e3d71""]",HIGH
444,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2940 | current head/base unchanged from Phase 1: 343eb2bc5546a2e9747b0f687d4a009883058c81 / 68f96801b42e8ccf94cfd2f8bfab1ff9c63e3d71,"[""343eb2bc5546a2e9747b0f687d4a009883058c81""]",HIGH
447,SAFE_TO_CLOSE_ALREADY_IN_MAIN,2/2 API-listed commits reachable from current origin/main,2/2 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2911 | current head/base unchanged from Phase 1: b6eb3d85145ffd16d7b5b368ac457435a98b9410 / 2510d8b10c82a0310bb1a3fe09180234b0cc5d84,"[""b6eb3d85145ffd16d7b5b368ac457435a98b9410"",""fc4debb8c5745043babbda376d73926d42156de4""]",HIGH
449,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2898 | current head/base unchanged from Phase 1: 9d8e6ac144646a9601856513012b322496587ecb / b6eb3d85145ffd16d7b5b368ac457435a98b9410,"[""9d8e6ac144646a9601856513012b322496587ecb""]",HIGH
451,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2890 | current head/base unchanged from Phase 1: 93c1b943910ff1a78ee7a1279114af800cfba750 / 9d8e6ac144646a9601856513012b322496587ecb,"[""93c1b943910ff1a78ee7a1279114af800cfba750""]",HIGH
471,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2812 | current head/base unchanged from Phase 1: e5e8acfbb3443f1ea6cf901f0b41646878b5885e / 7abeb51d3028cf8acbbd9f5fa31628f721008ae3,"[""e5e8acfbb3443f1ea6cf901f0b41646878b5885e""]",HIGH
474,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2800 | current head/base unchanged from Phase 1: 506e49c032b012aaa3643b971f69c7f009077645 / e5e8acfbb3443f1ea6cf901f0b41646878b5885e,"[""506e49c032b012aaa3643b971f69c7f009077645""]",HIGH
476,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2799 | current head/base unchanged from Phase 1: 4649f8c9d76b23950770406530029e233f20a3c5 / 506e49c032b012aaa3643b971f69c7f009077645,"[""4649f8c9d76b23950770406530029e233f20a3c5""]",HIGH
480,SAFE_TO_CLOSE_ALREADY_IN_MAIN,2/2 API-listed commits reachable from current origin/main,2/2 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2765 | current head/base unchanged from Phase 1: 9f62f9dc3b160a5f1c6902bb01bc9ec4be75d2a8 / 4649f8c9d76b23950770406530029e233f20a3c5,"[""962123f59d47d4658aa97f864f12fe1d20603c73"",""9f62f9dc3b160a5f1c6902bb01bc9ec4be75d2a8""]",HIGH
557,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2191 | current head/base unchanged from Phase 1: 0a9c9a9132c8932263be1d9c5e390f0ead5a0549 / 954a50deb697237806eb09be09a954d83c361cbd,"[""0a9c9a9132c8932263be1d9c5e390f0ead5a0549""]",HIGH
558,SAFE_TO_CLOSE_ALREADY_IN_MAIN,2/2 API-listed commits reachable from current origin/main,2/2 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2187 | current head/base unchanged from Phase 1: 45a81bd6d85394583c5ad319af7010226e392242 / 954a50deb697237806eb09be09a954d83c361cbd,"[""0a9c9a9132c8932263be1d9c5e390f0ead5a0549"",""45a81bd6d85394583c5ad319af7010226e392242""]",HIGH
559,SAFE_TO_CLOSE_ALREADY_IN_MAIN,3/3 API-listed commits reachable from current origin/main,3/3 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2184 | current head/base unchanged from Phase 1: 08c68b263768e5fcd337045525128332235c95fa / 954a50deb697237806eb09be09a954d83c361cbd,"[""08c68b263768e5fcd337045525128332235c95fa"",""0a9c9a9132c8932263be1d9c5e390f0ead5a0549"",""45a81bd6d85394583c5ad319af7010226e392242""]",HIGH
560,SAFE_TO_CLOSE_ALREADY_IN_MAIN,4/4 API-listed commits reachable from current origin/main,4/4 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2179 | current head/base unchanged from Phase 1: cf01dd4b649efffb89a2703f0521b25989ad22e1 / 954a50deb697237806eb09be09a954d83c361cbd,"[""08c68b263768e5fcd337045525128332235c95fa"",""0a9c9a9132c8932263be1d9c5e390f0ead5a0549"",""45a81bd6d85394583c5ad319af7010226e392242"",""cf01dd4b649efffb89a2703f0521b25989ad22e1""]",HIGH
561,SAFE_TO_CLOSE_ALREADY_IN_MAIN,5/5 API-listed commits reachable from current origin/main,5/5 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2170 | current head/base unchanged from Phase 1: 6040961795a26e6d8b0b1f0a818f8b312d396e54 / 954a50deb697237806eb09be09a954d83c361cbd,"[""08c68b263768e5fcd337045525128332235c95fa"",""0a9c9a9132c8932263be1d9c5e390f0ead5a0549"",""45a81bd6d85394583c5ad319af7010226e392242"",""6040961795a26e6d8b0b1f0a818f8b312d396e54"",""cf01dd4b649efffb89a2703f0521b25989ad22e1""]",HIGH
562,SAFE_TO_CLOSE_ALREADY_IN_MAIN,7/7 API-listed commits reachable from current origin/main,7/7 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2157 | current head/base unchanged from Phase 1: 883449b2c2e861340a7b581c1dc431c2a25cadfd / 954a50deb697237806eb09be09a954d83c361cbd,"[""08c68b263768e5fcd337045525128332235c95fa"",""0a9c9a9132c8932263be1d9c5e390f0ead5a0549"",""45a81bd6d85394583c5ad319af7010226e392242"",""6040961795a26e6d8b0b1f0a818f8b312d396e54"",""7cb2b40cf3886caed7b9b911b400fc1185529727"",""883449b2c2e861340a7b581c1dc431c2a25cadfd"",""cf01dd4b649efffb89a2703f0521b25989ad22e1""]",HIGH
563,SAFE_TO_CLOSE_ALREADY_IN_MAIN,7/7 API-listed commits reachable from current origin/main,7/7 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2095 | current head/base unchanged from Phase 1: 8a16d2bc0858d6f8085c992edd668aab15cc4a75 / 883449b2c2e861340a7b581c1dc431c2a25cadfd,"[""0a2f20b7fb15d5691303b0b0eb8c2613769ed293"",""496e8cddcbe32400ba6b73dcd4ed6a01174f7477"",""8a16d2bc0858d6f8085c992edd668aab15cc4a75"",""96ace8689ab4fa1ea2fce1e6a2902e1a9b613d1b"",""c07e6576779d7203d8240af32efc217e52529203"",""e4483f8ea8ba32cca50765384a37cefed33ebd31"",""f82e678ee2b9f16a6f0faad8188e9e02481503a3""]",HIGH
566,SAFE_TO_CLOSE_PATCH_EQUIVALENT,1/1 non-reachable commits have exact stable patch-id matches,0/1 API-listed commits reachable from current origin/main | 1/1 non-reachable commits have exact stable patch-id matches | origin/main...head paths=7; two-tree paths=2248 | current head/base unchanged from Phase 1: 7855a17914ba5f2c31b247290ed8c6cc53819aea / 06d5642b310b8a81c34c98f9fd9feb320017f92f,"[""06d5642b310b8a81c34c98f9fd9feb320017f92f""]",HIGH
568,SAFE_TO_CLOSE_ALREADY_IN_MAIN,3/3 API-listed commits reachable from current origin/main,3/3 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2192 | current head/base unchanged from Phase 1: 6ee3a6bd15ab00a0e60b24d3514a25363fde7b7f / b2a4003b8d6f1b190074b368a5c8d166fc29f9ec,"[""11a601c0e0def5eeb7756c3dd2f34f9df2db0a5d"",""6ee3a6bd15ab00a0e60b24d3514a25363fde7b7f"",""d9a63e7f8f100928dde5ad3aa92fb556ce0ce838""]",HIGH
598,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2046 | current head/base unchanged from Phase 1: ce9fcc34de4fd82fb40e6544d8219b8ddd237707 / ac0ec53a34d2aed954fca3c72e11a96220255164,"[""ce9fcc34de4fd82fb40e6544d8219b8ddd237707""]",HIGH
599,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2040 | current head/base unchanged from Phase 1: 8e76950b95d35c1a08a40fcc03664bd1228510e1 / ce9fcc34de4fd82fb40e6544d8219b8ddd237707,"[""8e76950b95d35c1a08a40fcc03664bd1228510e1""]",HIGH
600,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2040 | current head/base unchanged from Phase 1: b67aaf39948526eba8146ac57b0ee5b51eae7f3a / 8e76950b95d35c1a08a40fcc03664bd1228510e1,"[""b67aaf39948526eba8146ac57b0ee5b51eae7f3a""]",HIGH
601,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2040 | current head/base unchanged from Phase 1: e46291cc36d880a1921df32ab760d0608e03ffd4 / b67aaf39948526eba8146ac57b0ee5b51eae7f3a,"[""e46291cc36d880a1921df32ab760d0608e03ffd4""]",HIGH
602,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2039 | current head/base unchanged from Phase 1: 7b43c772615da719f9be98b0600d4c1b75881961 / e46291cc36d880a1921df32ab760d0608e03ffd4,"[""7b43c772615da719f9be98b0600d4c1b75881961""]",HIGH
603,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2039 | current head/base unchanged from Phase 1: 5db233db9502de96aa5b9253999e29d680726a3f / 7b43c772615da719f9be98b0600d4c1b75881961,"[""5db233db9502de96aa5b9253999e29d680726a3f""]",HIGH
604,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2037 | current head/base unchanged from Phase 1: 1bb275c6013d44340244187d5a6b67a5980ce788 / 5db233db9502de96aa5b9253999e29d680726a3f,"[""1bb275c6013d44340244187d5a6b67a5980ce788""]",HIGH
605,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2024 | current head/base unchanged from Phase 1: 44efd5e12b8c98471522640b84110df7481948eb / 1bb275c6013d44340244187d5a6b67a5980ce788,"[""44efd5e12b8c98471522640b84110df7481948eb""]",HIGH
606,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2021 | current head/base unchanged from Phase 1: cf15f9a540efdfac8decf1c93b655d9a280bf018 / 44efd5e12b8c98471522640b84110df7481948eb,"[""cf15f9a540efdfac8decf1c93b655d9a280bf018""]",HIGH
607,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2013 | current head/base unchanged from Phase 1: 35d51f051cab929fe51eca3765a85cd67d1643d9 / cf15f9a540efdfac8decf1c93b655d9a280bf018,"[""35d51f051cab929fe51eca3765a85cd67d1643d9""]",HIGH
608,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2012 | current head/base unchanged from Phase 1: bb57db39622957607a47d2d2a19d99325cf7f20a / 35d51f051cab929fe51eca3765a85cd67d1643d9,"[""bb57db39622957607a47d2d2a19d99325cf7f20a""]",HIGH
609,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2009 | current head/base unchanged from Phase 1: 5e2c19bbb287a17ccddbe51b94e56d778d672773 / bb57db39622957607a47d2d2a19d99325cf7f20a,"[""5e2c19bbb287a17ccddbe51b94e56d778d672773""]",HIGH
610,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2005 | current head/base unchanged from Phase 1: 18f9ea2407c27c8e3ce0c875c32117c77b19b1c5 / 5e2c19bbb287a17ccddbe51b94e56d778d672773,"[""18f9ea2407c27c8e3ce0c875c32117c77b19b1c5""]",HIGH
614,SAFE_TO_CLOSE_ALREADY_IN_MAIN,2/2 API-listed commits reachable from current origin/main,2/2 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2002 | current head/base unchanged from Phase 1: e640fe55719a31b64cf8170fd4f6cb39dd10c2f3 / 439ed532c6179ec2afb8bdda49ae1ee8743c6796,"[""e640fe55719a31b64cf8170fd4f6cb39dd10c2f3"",""ffef86a9545aa23525a17c1b055b5a9f421ea825""]",HIGH
615,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=2002 | current head/base unchanged from Phase 1: bbbf138384a9ba55ba37806185a1d8fa5ac3b799 / e640fe55719a31b64cf8170fd4f6cb39dd10c2f3,"[""bbbf138384a9ba55ba37806185a1d8fa5ac3b799""]",HIGH
626,SAFE_TO_CLOSE_PATCH_EQUIVALENT,1/1 non-reachable commits have exact stable patch-id matches,19/20 API-listed commits reachable from current origin/main | 1/1 non-reachable commits have exact stable patch-id matches | origin/main...head paths=14; two-tree paths=1930 | current head/base unchanged from Phase 1: 5ce48480e291128f6110bd33600d6949fa2d7a13 / 5e806d364a50265fb4b0daf7f9cfea50c498bffb,"[""08c9d721ae3f983cbbe517856e48fcf7715a4b8b"",""09c8f0a21fe436f6869b61c7f9fdf696238903a4"",""0f99ce41b5a26c6b46a95d6a7f63efd2a15a65ac"",""284aaf6b487897e9a8d7caa4274eef03f605a5eb"",""2ebb713a827f9710f33ec60073bd5cd96ce20c68"",""35d54bd7e653bfade50be8ab106c353a60053d4d"",""3aab7d52775e0b41739a1de78f32a81631db7d47"",""481c1565dde19cef2aa8dc6e9643d9b928b6fda6"",""68150912577863074dd550633fb0275ca62b9ebc"",""6967f3e2af2ff82bbf5a45387fba21ba25c08b4a"",""6e320e44ce7bc640a7c213605329af20808d8f65"",""778353b2f5a78fd38e62484c8783603ccb31a6f6"",""88d1a0f56667bbdc7c87917b8ed95e9e6fc908c1"",""8f4031ba6843233a93cc7eeb55e2b5086861a571"",""903edffba2e9b17334227df49f4bd46bd895f670"",""ba13a800f4c4c98b7650df50c8cc2b193529339e"",""bc1ed0762f0eeb1c1b89c9bc52a997b3cf72b879"",""c3166e3efba83871ec4200a4f6ba37db3e2acbab"",""ceae35bbcbecc10de39820843e7eb015b1ca4f19"",""cf692d9d2800e39d320035925c2386021c2b50ef""]",HIGH
642,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1849 | current head/base unchanged from Phase 1: 526f2ec77fbb46c77646a71b66872d70c122311b / 332bb499734edad4258dc3aa4d398f677fea1b12,"[""526f2ec77fbb46c77646a71b66872d70c122311b""]",HIGH
643,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1843 | current head/base unchanged from Phase 1: 7839a2d788b22645c63d51ed52899e8009105c95 / 526f2ec77fbb46c77646a71b66872d70c122311b,"[""7839a2d788b22645c63d51ed52899e8009105c95""]",HIGH
644,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1838 | current head/base unchanged from Phase 1: 40312e780339ee5718666e76e195c0c71c3e40f1 / 7839a2d788b22645c63d51ed52899e8009105c95,"[""40312e780339ee5718666e76e195c0c71c3e40f1""]",HIGH
645,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1828 | current head/base unchanged from Phase 1: 6eb605395e6bd0e3f8ea1d683273d91de4c402d9 / 40312e780339ee5718666e76e195c0c71c3e40f1,"[""6eb605395e6bd0e3f8ea1d683273d91de4c402d9""]",HIGH
646,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1822 | current head/base unchanged from Phase 1: e25bce2a3e3bd13bcffd4c774e54a058cbb0cd59 / 6eb605395e6bd0e3f8ea1d683273d91de4c402d9,"[""e25bce2a3e3bd13bcffd4c774e54a058cbb0cd59""]",HIGH
647,SAFE_TO_CLOSE_ALREADY_IN_MAIN,2/2 API-listed commits reachable from current origin/main,2/2 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1802 | current head/base unchanged from Phase 1: 2b793e7e756856aabe4fef394531760e8eb9c297 / e25bce2a3e3bd13bcffd4c774e54a058cbb0cd59,"[""2b793e7e756856aabe4fef394531760e8eb9c297"",""f9c6418c4d4cc56b3702ea7b37fab6fc42251a94""]",HIGH
648,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1791 | current head/base unchanged from Phase 1: aecf9f38d11c92e6caaf5c4d562434e5d99d8095 / 2b793e7e756856aabe4fef394531760e8eb9c297,"[""aecf9f38d11c92e6caaf5c4d562434e5d99d8095""]",HIGH
649,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1763 | current head/base unchanged from Phase 1: 214d5812f67cfb5549390301dbed519a3ed81a2e / aecf9f38d11c92e6caaf5c4d562434e5d99d8095,"[""214d5812f67cfb5549390301dbed519a3ed81a2e""]",HIGH
651,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1756 | current head/base unchanged from Phase 1: 9f149c9956fa131bb76e1fe23d0db6f15ab6c953 / 214d5812f67cfb5549390301dbed519a3ed81a2e,"[""9f149c9956fa131bb76e1fe23d0db6f15ab6c953""]",HIGH
652,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1748 | current head/base unchanged from Phase 1: 772120372a96cc1ad818a290534f570edfba5050 / 9f149c9956fa131bb76e1fe23d0db6f15ab6c953,"[""772120372a96cc1ad818a290534f570edfba5050""]",HIGH
653,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1739 | current head/base unchanged from Phase 1: a20485c16d725dc2ddc9235c898ff0889c96eecd / 772120372a96cc1ad818a290534f570edfba5050,"[""a20485c16d725dc2ddc9235c898ff0889c96eecd""]",HIGH
654,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1737 | current head/base unchanged from Phase 1: 5f31c0b7d28b55ded55203eb9b1f75af219d92b8 / a20485c16d725dc2ddc9235c898ff0889c96eecd,"[""5f31c0b7d28b55ded55203eb9b1f75af219d92b8""]",HIGH
655,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1722 | current head/base unchanged from Phase 1: d6fc7682e616f7a6abb16efba01c17710ea1b3ac / 5f31c0b7d28b55ded55203eb9b1f75af219d92b8,"[""d6fc7682e616f7a6abb16efba01c17710ea1b3ac""]",HIGH
656,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1714 | current head/base unchanged from Phase 1: cb784edb2b948d68aa75c610197041d10497fdb9 / d6fc7682e616f7a6abb16efba01c17710ea1b3ac,"[""cb784edb2b948d68aa75c610197041d10497fdb9""]",HIGH
657,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1703 | current head/base unchanged from Phase 1: f4914aa154a1c704ed0cca6bb1e86394a0113cdd / cb784edb2b948d68aa75c610197041d10497fdb9,"[""f4914aa154a1c704ed0cca6bb1e86394a0113cdd""]",HIGH
658,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1685 | current head/base unchanged from Phase 1: 03e7284c970f5b55320b04ce2a560fb23f03e57b / f4914aa154a1c704ed0cca6bb1e86394a0113cdd,"[""03e7284c970f5b55320b04ce2a560fb23f03e57b""]",HIGH
659,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1686 | current head/base unchanged from Phase 1: d07916b52dbca12eb4bdd3be0757b43da70b84b2 / 03e7284c970f5b55320b04ce2a560fb23f03e57b,"[""d07916b52dbca12eb4bdd3be0757b43da70b84b2""]",HIGH
660,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1684 | current head/base unchanged from Phase 1: 02313ff9007671616671dc0da4efd07b18fbcfe6 / d07916b52dbca12eb4bdd3be0757b43da70b84b2,"[""02313ff9007671616671dc0da4efd07b18fbcfe6""]",HIGH
661,SAFE_TO_CLOSE_ALREADY_IN_MAIN,2/2 API-listed commits reachable from current origin/main,2/2 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1678 | current head/base unchanged from Phase 1: 6a951b78303fb28a2d64fbefb8a8752d538d7631 / 02313ff9007671616671dc0da4efd07b18fbcfe6,"[""5f7ccc6d3029558a94bd2af20ec9a561173437dd"",""6a951b78303fb28a2d64fbefb8a8752d538d7631""]",HIGH
